Resuming checkpoint: D:\AI\projects\e-phishGen\calculation\HWT-MGT\results\combined_calculation_metrics.partial.json
perturbation 285/2352 COMBINED_0285
perturbation 286/2352 COMBINED_0286
perturbation 287/2352 COMBINED_0287
perturbation 288/2352 COMBINED_0288
perturbation 289/2352 COMBINED_0289
perturbation 290/2352 COMBINED_0290
perturbation 291/2352 COMBINED_0291
perturbation 292/2352 COMBINED_0292
perturbation 293/2352 COMBINED_0293
perturbation 294/2352 COMBINED_0294
perturbation 295/2352 COMBINED_0295
perturbation 296/2352 COMBINED_0296
perturbation 297/2352 COMBINED_0297
perturbation 298/2352 COMBINED_0298
perturbation 299/2352 COMBINED_0299
perturbation 300/2352 COMBINED_0300
perturbation 301/2352 COMBINED_0301
perturbation 302/2352 COMBINED_0302
perturbation 303/2352 COMBINED_0303
perturbation 304/2352 COMBINED_0304
perturbation 305/2352 COMBINED_0305
perturbation 306/2352 COMBINED_0306
perturbation 307/2352 COMBINED_0307
perturbation 308/2352 COMBINED_0308
perturbation 309/2352 COMBINED_0309
perturbation 310/2352 COMBINED_0310
perturbation 311/2352 COMBINED_0311
perturbation 312/2352 COMBINED_0312
perturbation 313/2352 COMBINED_0313
perturbation 314/2352 COMBINED_0314
perturbation 315/2352 COMBINED_0315
perturbation 316/2352 COMBINED_0316
perturbation 317/2352 COMBINED_0317
perturbation 318/2352 COMBINED_0318
perturbation 319/2352 COMBINED_0319
perturbation 320/2352 COMBINED_0320
perturbation 321/2352 COMBINED_0321
perturbation 322/2352 COMBINED_0322
perturbation 323/2352 COMBINED_0323
perturbation 324/2352 COMBINED_0324
perturbation 325/2352 COMBINED_0325
perturbation 326/2352 COMBINED_0326
perturbation 327/2352 COMBINED_0327
perturbation 328/2352 COMBINED_0328
perturbation 329/2352 COMBINED_0329
perturbation 330/2352 COMBINED_0330
perturbation 331/2352 COMBINED_0331
perturbation 332/2352 COMBINED_0332
perturbation 333/2352 COMBINED_0333
perturbation 334/2352 COMBINED_0334
perturbation 335/2352 COMBINED_0335
perturbation 336/2352 COMBINED_0336
perturbation 337/2352 COMBINED_0337
perturbation 338/2352 COMBINED_0338
perturbation 339/2352 COMBINED_0339
perturbation 340/2352 COMBINED_0340
perturbation 341/2352 COMBINED_0341
perturbation 342/2352 COMBINED_0342
perturbation 343/2352 COMBINED_0343
perturbation 344/2352 COMBINED_0344
perturbation 345/2352 COMBINED_0345
perturbation 346/2352 COMBINED_0346
perturbation 347/2352 COMBINED_0347
perturbation 348/2352 COMBINED_0348
perturbation 349/2352 COMBINED_0349
perturbation 350/2352 COMBINED_0350
perturbation 351/2352 COMBINED_0351
perturbation 352/2352 COMBINED_0352
perturbation 353/2352 COMBINED_0353
perturbation 354/2352 COMBINED_0354
perturbation 355/2352 COMBINED_0355
perturbation 356/2352 COMBINED_0356
perturbation 357/2352 COMBINED_0357
perturbation 358/2352 COMBINED_0358
perturbation 359/2352 COMBINED_0359
perturbation 360/2352 COMBINED_0360
perturbation 361/2352 COMBINED_0361
perturbation 362/2352 COMBINED_0362
perturbation 363/2352 COMBINED_0363
perturbation 364/2352 COMBINED_0364
perturbation 365/2352 COMBINED_0365
perturbation 366/2352 COMBINED_0366
perturbation 367/2352 COMBINED_0367
perturbation 368/2352 COMBINED_0368
perturbation 369/2352 COMBINED_0369
perturbation 370/2352 COMBINED_0370
perturbation 371/2352 COMBINED_0371
perturbation 372/2352 COMBINED_0372
perturbation 373/2352 COMBINED_0373
perturbation 374/2352 COMBINED_0374
perturbation 375/2352 COMBINED_0375
perturbation 376/2352 COMBINED_0376
perturbation 377/2352 COMBINED_0377
perturbation 378/2352 COMBINED_0378
perturbation 379/2352 COMBINED_0379
perturbation 380/2352 COMBINED_0380
perturbation 381/2352 COMBINED_0381
perturbation 382/2352 COMBINED_0382
perturbation 383/2352 COMBINED_0383
perturbation 384/2352 COMBINED_0384
perturbation 385/2352 COMBINED_0385
perturbation 386/2352 COMBINED_0386
perturbation 387/2352 COMBINED_0387
perturbation 388/2352 COMBINED_0388
perturbation 389/2352 COMBINED_0389
perturbation 390/2352 COMBINED_0390
perturbation 391/2352 COMBINED_0391
perturbation 392/2352 COMBINED_0392
perturbation 393/2352 COMBINED_0393
perturbation 394/2352 COMBINED_0394
perturbation 395/2352 COMBINED_0395
perturbation 396/2352 COMBINED_0396
perturbation 397/2352 COMBINED_0397
perturbation 398/2352 COMBINED_0398
perturbation 399/2352 COMBINED_0399
perturbation 400/2352 COMBINED_0400
perturbation 401/2352 COMBINED_0401
perturbation 402/2352 COMBINED_0402
perturbation 403/2352 COMBINED_0403
perturbation 404/2352 COMBINED_0404
perturbation 405/2352 COMBINED_0405
perturbation 406/2352 COMBINED_0406
perturbation 407/2352 COMBINED_0407
perturbation 408/2352 COMBINED_0408
perturbation 409/2352 COMBINED_0409
perturbation 410/2352 COMBINED_0410
perturbation 411/2352 COMBINED_0411
perturbation 412/2352 COMBINED_0412
perturbation 413/2352 COMBINED_0413
perturbation 414/2352 COMBINED_0414
perturbation 415/2352 COMBINED_0415
perturbation 416/2352 COMBINED_0416
perturbation 417/2352 COMBINED_0417
perturbation 418/2352 COMBINED_0418
perturbation 419/2352 COMBINED_0419
perturbation 420/2352 COMBINED_0420
perturbation 421/2352 COMBINED_0421
perturbation 422/2352 COMBINED_0422
perturbation 423/2352 COMBINED_0423
perturbation 424/2352 COMBINED_0424
perturbation 425/2352 COMBINED_0425
perturbation 426/2352 COMBINED_0426
perturbation 427/2352 COMBINED_0427
perturbation 428/2352 COMBINED_0428
perturbation 429/2352 COMBINED_0429
perturbation 430/2352 COMBINED_0430
perturbation 431/2352 COMBINED_0431
perturbation 432/2352 COMBINED_0432
perturbation 433/2352 COMBINED_0433
perturbation 434/2352 COMBINED_0434
perturbation 435/2352 COMBINED_0435
perturbation 436/2352 COMBINED_0436
perturbation 437/2352 COMBINED_0437
perturbation 438/2352 COMBINED_0438
perturbation 439/2352 COMBINED_0439
perturbation 440/2352 COMBINED_0440
perturbation 441/2352 COMBINED_0441
perturbation 442/2352 COMBINED_0442
perturbation 443/2352 COMBINED_0443
perturbation 444/2352 COMBINED_0444
perturbation 445/2352 COMBINED_0445
perturbation 446/2352 COMBINED_0446
perturbation 447/2352 COMBINED_0447
perturbation 448/2352 COMBINED_0448
perturbation 449/2352 COMBINED_0449
perturbation 450/2352 COMBINED_0450
perturbation 451/2352 COMBINED_0451
perturbation 452/2352 COMBINED_0452
perturbation 453/2352 COMBINED_0453
perturbation 454/2352 COMBINED_0454
perturbation 455/2352 COMBINED_0455
perturbation 456/2352 COMBINED_0456
perturbation 457/2352 COMBINED_0457
perturbation 458/2352 COMBINED_0458
perturbation 459/2352 COMBINED_0459
perturbation 460/2352 COMBINED_0460
perturbation 461/2352 COMBINED_0461
perturbation 462/2352 COMBINED_0462
perturbation 463/2352 COMBINED_0463
perturbation 464/2352 COMBINED_0464
perturbation 465/2352 COMBINED_0465
perturbation 466/2352 COMBINED_0466
perturbation 467/2352 COMBINED_0467
perturbation 468/2352 COMBINED_0468
perturbation 469/2352 COMBINED_0469
perturbation 470/2352 COMBINED_0470
perturbation 471/2352 COMBINED_0471
perturbation 472/2352 COMBINED_0472
perturbation 473/2352 COMBINED_0473
perturbation 474/2352 COMBINED_0474
perturbation 475/2352 COMBINED_0475
perturbation 476/2352 COMBINED_0476
perturbation 477/2352 COMBINED_0477
perturbation 478/2352 COMBINED_0478
perturbation 479/2352 COMBINED_0479
perturbation 480/2352 COMBINED_0480
perturbation 481/2352 COMBINED_0481
perturbation 482/2352 COMBINED_0482
perturbation 483/2352 COMBINED_0483
perturbation 484/2352 COMBINED_0484
perturbation 485/2352 COMBINED_0485
perturbation 486/2352 COMBINED_0486
perturbation 487/2352 COMBINED_0487
perturbation 488/2352 COMBINED_0488
perturbation 489/2352 COMBINED_0489
perturbation 490/2352 COMBINED_0490
perturbation 491/2352 COMBINED_0491
perturbation 492/2352 COMBINED_0492
perturbation 493/2352 COMBINED_0493
perturbation 494/2352 COMBINED_0494
perturbation 495/2352 COMBINED_0495
perturbation 496/2352 COMBINED_0496
perturbation 497/2352 COMBINED_0497
perturbation 498/2352 COMBINED_0498
perturbation 499/2352 COMBINED_0499
perturbation 500/2352 COMBINED_0500
perturbation 501/2352 COMBINED_0501
perturbation 502/2352 COMBINED_0502
perturbation 503/2352 COMBINED_0503
perturbation 504/2352 COMBINED_0504
perturbation 505/2352 COMBINED_0505
perturbation 506/2352 COMBINED_0506
perturbation 507/2352 COMBINED_0507
perturbation 508/2352 COMBINED_0508
perturbation 509/2352 COMBINED_0509
perturbation 510/2352 COMBINED_0510
perturbation 511/2352 COMBINED_0511
perturbation 512/2352 COMBINED_0512
perturbation 513/2352 COMBINED_0513
perturbation 514/2352 COMBINED_0514
perturbation 515/2352 COMBINED_0515
perturbation 516/2352 COMBINED_0516
perturbation 517/2352 COMBINED_0517
perturbation 518/2352 COMBINED_0518
perturbation 519/2352 COMBINED_0519
perturbation 520/2352 COMBINED_0520
perturbation 521/2352 COMBINED_0521
perturbation 522/2352 COMBINED_0522
perturbation 523/2352 COMBINED_0523
perturbation 524/2352 COMBINED_0524
perturbation 525/2352 COMBINED_0525
perturbation 526/2352 COMBINED_0526
perturbation 527/2352 COMBINED_0527
perturbation 528/2352 COMBINED_0528
perturbation 529/2352 COMBINED_0529
perturbation 530/2352 COMBINED_0530
perturbation 531/2352 COMBINED_0531
perturbation 532/2352 COMBINED_0532
perturbation 533/2352 COMBINED_0533
perturbation 534/2352 COMBINED_0534
perturbation 535/2352 COMBINED_0535
perturbation 536/2352 COMBINED_0536
perturbation 537/2352 COMBINED_0537
perturbation 538/2352 COMBINED_0538
perturbation 539/2352 COMBINED_0539
perturbation 540/2352 COMBINED_0540
perturbation 541/2352 COMBINED_0541
perturbation 542/2352 COMBINED_0542
perturbation 543/2352 COMBINED_0543
perturbation 544/2352 COMBINED_0544
perturbation 545/2352 COMBINED_0545
perturbation 546/2352 COMBINED_0546
perturbation 547/2352 COMBINED_0547
perturbation 548/2352 COMBINED_0548
perturbation 549/2352 COMBINED_0549
perturbation 550/2352 COMBINED_0550
perturbation 551/2352 COMBINED_0551
perturbation 552/2352 COMBINED_0552
perturbation 553/2352 COMBINED_0553
perturbation 554/2352 COMBINED_0554
perturbation 555/2352 COMBINED_0555
perturbation 556/2352 COMBINED_0556
perturbation 557/2352 COMBINED_0557
perturbation 558/2352 COMBINED_0558
perturbation 559/2352 COMBINED_0559
perturbation 560/2352 COMBINED_0560
perturbation 561/2352 COMBINED_0561
perturbation 562/2352 COMBINED_0562
perturbation 563/2352 COMBINED_0563
perturbation 564/2352 COMBINED_0564
perturbation 565/2352 COMBINED_0565
perturbation 566/2352 COMBINED_0566
perturbation 567/2352 COMBINED_0567
perturbation 568/2352 COMBINED_0568
perturbation 569/2352 COMBINED_0569
perturbation 570/2352 COMBINED_0570
perturbation 571/2352 COMBINED_0571
perturbation 572/2352 COMBINED_0572
perturbation 573/2352 COMBINED_0573
perturbation 574/2352 COMBINED_0574
perturbation 575/2352 COMBINED_0575
perturbation 576/2352 COMBINED_0576
perturbation 577/2352 COMBINED_0577
perturbation 578/2352 COMBINED_0578
perturbation 579/2352 COMBINED_0579
perturbation 580/2352 COMBINED_0580
perturbation 581/2352 COMBINED_0581
perturbation 582/2352 COMBINED_0582
perturbation 583/2352 COMBINED_0583
perturbation 584/2352 COMBINED_0584
perturbation 585/2352 COMBINED_0585
perturbation 586/2352 COMBINED_0586
perturbation 587/2352 COMBINED_0587
perturbation 588/2352 COMBINED_0588
perturbation 589/2352 COMBINED_0589
perturbation 590/2352 COMBINED_0590
perturbation 591/2352 COMBINED_0591
perturbation 592/2352 COMBINED_0592
perturbation 593/2352 COMBINED_0593
perturbation 594/2352 COMBINED_0594
perturbation 595/2352 COMBINED_0595
perturbation 596/2352 COMBINED_0596
perturbation 597/2352 COMBINED_0597
perturbation 598/2352 COMBINED_0598
perturbation 599/2352 COMBINED_0599
perturbation 600/2352 COMBINED_0600
perturbation 601/2352 COMBINED_0601
perturbation 602/2352 COMBINED_0602
perturbation 603/2352 COMBINED_0603
perturbation 604/2352 COMBINED_0604
perturbation 605/2352 COMBINED_0605
perturbation 606/2352 COMBINED_0606
perturbation 607/2352 COMBINED_0607
perturbation 608/2352 COMBINED_0608
perturbation 609/2352 COMBINED_0609
perturbation 610/2352 COMBINED_0610
perturbation 611/2352 COMBINED_0611
perturbation 612/2352 COMBINED_0612
perturbation 613/2352 COMBINED_0613
perturbation 614/2352 COMBINED_0614
perturbation 615/2352 COMBINED_0615
perturbation 616/2352 COMBINED_0616
perturbation 617/2352 COMBINED_0617
perturbation 618/2352 COMBINED_0618
perturbation 619/2352 COMBINED_0619
perturbation 620/2352 COMBINED_0620
perturbation 621/2352 COMBINED_0621
perturbation 622/2352 COMBINED_0622
perturbation 623/2352 COMBINED_0623
perturbation 624/2352 COMBINED_0624
perturbation 625/2352 COMBINED_0625
perturbation 626/2352 COMBINED_0626
perturbation 627/2352 COMBINED_0627
perturbation 628/2352 COMBINED_0628
perturbation 629/2352 COMBINED_0629
perturbation 630/2352 COMBINED_0630
perturbation 631/2352 COMBINED_0631
perturbation 632/2352 COMBINED_0632
perturbation 633/2352 COMBINED_0633
perturbation 634/2352 COMBINED_0634
perturbation 635/2352 COMBINED_0635
perturbation 636/2352 COMBINED_0636
perturbation 637/2352 COMBINED_0637
perturbation 638/2352 COMBINED_0638
perturbation 639/2352 COMBINED_0639
perturbation 640/2352 COMBINED_0640
perturbation 641/2352 COMBINED_0641
perturbation 642/2352 COMBINED_0642
perturbation 643/2352 COMBINED_0643
perturbation 644/2352 COMBINED_0644
perturbation 645/2352 COMBINED_0645
perturbation 646/2352 COMBINED_0646
perturbation 647/2352 COMBINED_0647
perturbation 648/2352 COMBINED_0648
perturbation 649/2352 COMBINED_0649
perturbation 650/2352 COMBINED_0650
perturbation 651/2352 COMBINED_0651
perturbation 652/2352 COMBINED_0652
perturbation 653/2352 COMBINED_0653
perturbation 654/2352 COMBINED_0654
perturbation 655/2352 COMBINED_0655
perturbation 656/2352 COMBINED_0656
perturbation 657/2352 COMBINED_0657
perturbation 658/2352 COMBINED_0658
perturbation 659/2352 COMBINED_0659
perturbation 660/2352 COMBINED_0660
perturbation 661/2352 COMBINED_0661
perturbation 662/2352 COMBINED_0662
perturbation 663/2352 COMBINED_0663
perturbation 664/2352 COMBINED_0664
perturbation 665/2352 COMBINED_0665
perturbation 666/2352 COMBINED_0666
perturbation 667/2352 COMBINED_0667
perturbation 668/2352 COMBINED_0668
perturbation 669/2352 COMBINED_0669
perturbation 670/2352 COMBINED_0670
perturbation 671/2352 COMBINED_0671
perturbation 672/2352 COMBINED_0672
perturbation 673/2352 COMBINED_0673
perturbation 674/2352 COMBINED_0674
perturbation 675/2352 COMBINED_0675
perturbation 676/2352 COMBINED_0676
perturbation 677/2352 COMBINED_0677
perturbation 678/2352 COMBINED_0678
perturbation 679/2352 COMBINED_0679
perturbation 680/2352 COMBINED_0680
perturbation 681/2352 COMBINED_0681
perturbation 682/2352 COMBINED_0682
perturbation 683/2352 COMBINED_0683
perturbation 684/2352 COMBINED_0684
perturbation 685/2352 COMBINED_0685
perturbation 686/2352 COMBINED_0686
perturbation 687/2352 COMBINED_0687
perturbation 688/2352 COMBINED_0688
perturbation 689/2352 COMBINED_0689
perturbation 690/2352 COMBINED_0690
perturbation 691/2352 COMBINED_0691
perturbation 692/2352 COMBINED_0692
perturbation 693/2352 COMBINED_0693
perturbation 694/2352 COMBINED_0694
perturbation 695/2352 COMBINED_0695
perturbation 696/2352 COMBINED_0696
perturbation 697/2352 COMBINED_0697
perturbation 698/2352 COMBINED_0698
perturbation 699/2352 COMBINED_0699
perturbation 700/2352 COMBINED_0700
perturbation 701/2352 COMBINED_0701
perturbation 702/2352 COMBINED_0702
perturbation 703/2352 COMBINED_0703
perturbation 704/2352 COMBINED_0704
perturbation 705/2352 COMBINED_0705
perturbation 706/2352 COMBINED_0706
perturbation 707/2352 COMBINED_0707
perturbation 708/2352 COMBINED_0708
perturbation 709/2352 COMBINED_0709
perturbation 710/2352 COMBINED_0710
perturbation 711/2352 COMBINED_0711
perturbation 712/2352 COMBINED_0712
perturbation 713/2352 COMBINED_0713
perturbation 714/2352 COMBINED_0714
perturbation 715/2352 COMBINED_0715
perturbation 716/2352 COMBINED_0716
perturbation 717/2352 COMBINED_0717
perturbation 718/2352 COMBINED_0718
perturbation 719/2352 COMBINED_0719
perturbation 720/2352 COMBINED_0720
perturbation 721/2352 COMBINED_0721
perturbation 722/2352 COMBINED_0722
perturbation 723/2352 COMBINED_0723
perturbation 724/2352 COMBINED_0724
perturbation 725/2352 COMBINED_0725
perturbation 726/2352 COMBINED_0726
perturbation 727/2352 COMBINED_0727
perturbation 728/2352 COMBINED_0728
perturbation 729/2352 COMBINED_0729
perturbation 730/2352 COMBINED_0730
perturbation 731/2352 COMBINED_0731
perturbation 732/2352 COMBINED_0732
perturbation 733/2352 COMBINED_0733
perturbation 734/2352 COMBINED_0734
perturbation 735/2352 COMBINED_0735
perturbation 736/2352 COMBINED_0736
perturbation 737/2352 COMBINED_0737
perturbation 738/2352 COMBINED_0738
perturbation 739/2352 COMBINED_0739
perturbation 740/2352 COMBINED_0740
perturbation 741/2352 COMBINED_0741
perturbation 742/2352 COMBINED_0742
perturbation 743/2352 COMBINED_0743
perturbation 744/2352 COMBINED_0744
perturbation 745/2352 COMBINED_0745
perturbation 746/2352 COMBINED_0746
perturbation 747/2352 COMBINED_0747
perturbation 748/2352 COMBINED_0748
perturbation 749/2352 COMBINED_0749
perturbation 750/2352 COMBINED_0750
perturbation 751/2352 COMBINED_0751
perturbation 752/2352 COMBINED_0752
perturbation 753/2352 COMBINED_0753
perturbation 754/2352 COMBINED_0754
perturbation 755/2352 COMBINED_0755
perturbation 756/2352 COMBINED_0756
perturbation 757/2352 COMBINED_0757
perturbation 758/2352 COMBINED_0758
perturbation 759/2352 COMBINED_0759
perturbation 760/2352 COMBINED_0760
perturbation 761/2352 COMBINED_0761
perturbation 762/2352 COMBINED_0762
perturbation 763/2352 COMBINED_0763
perturbation 764/2352 COMBINED_0764
perturbation 765/2352 COMBINED_0765
perturbation 766/2352 COMBINED_0766
perturbation 767/2352 COMBINED_0767
perturbation 768/2352 COMBINED_0768
perturbation 769/2352 COMBINED_0769
perturbation 770/2352 COMBINED_0770
perturbation 771/2352 COMBINED_0771
perturbation 772/2352 COMBINED_0772
perturbation 773/2352 COMBINED_0773
perturbation 774/2352 COMBINED_0774
perturbation 775/2352 COMBINED_0775
perturbation 776/2352 COMBINED_0776
perturbation 777/2352 COMBINED_0777
perturbation 778/2352 COMBINED_0778
perturbation 779/2352 COMBINED_0779
perturbation 780/2352 COMBINED_0780
perturbation 781/2352 COMBINED_0781
perturbation 782/2352 COMBINED_0782
perturbation 783/2352 COMBINED_0783
perturbation 784/2352 COMBINED_0784
perturbation 785/2352 COMBINED_0785
perturbation 786/2352 COMBINED_0786
perturbation 787/2352 COMBINED_0787
perturbation 788/2352 COMBINED_0788
perturbation 789/2352 COMBINED_0789
perturbation 790/2352 COMBINED_0790
perturbation 791/2352 COMBINED_0791
perturbation 792/2352 COMBINED_0792
perturbation 793/2352 COMBINED_0793
perturbation 794/2352 COMBINED_0794
perturbation 795/2352 COMBINED_0795
perturbation 796/2352 COMBINED_0796
perturbation 797/2352 COMBINED_0797
perturbation 798/2352 COMBINED_0798
perturbation 799/2352 COMBINED_0799
perturbation 800/2352 COMBINED_0800
perturbation 801/2352 COMBINED_0801
perturbation 802/2352 COMBINED_0802
perturbation 803/2352 COMBINED_0803
perturbation 804/2352 COMBINED_0804
perturbation 805/2352 COMBINED_0805
perturbation 806/2352 COMBINED_0806
perturbation 807/2352 COMBINED_0807
perturbation 808/2352 COMBINED_0808
perturbation 809/2352 COMBINED_0809
perturbation 810/2352 COMBINED_0810
perturbation 811/2352 COMBINED_0811
perturbation 812/2352 COMBINED_0812
perturbation 813/2352 COMBINED_0813
perturbation 814/2352 COMBINED_0814
perturbation 815/2352 COMBINED_0815
perturbation 816/2352 COMBINED_0816
perturbation 817/2352 COMBINED_0817
perturbation 818/2352 COMBINED_0818
perturbation 819/2352 COMBINED_0819
perturbation 820/2352 COMBINED_0820
perturbation 821/2352 COMBINED_0821
perturbation 822/2352 COMBINED_0822
perturbation 823/2352 COMBINED_0823
perturbation 824/2352 COMBINED_0824
perturbation 825/2352 COMBINED_0825
perturbation 826/2352 COMBINED_0826
perturbation 827/2352 COMBINED_0827
perturbation 828/2352 COMBINED_0828
perturbation 829/2352 COMBINED_0829
perturbation 830/2352 COMBINED_0830
perturbation 831/2352 COMBINED_0831
perturbation 832/2352 COMBINED_0832
perturbation 833/2352 COMBINED_0833
perturbation 834/2352 COMBINED_0834
perturbation 835/2352 COMBINED_0835
perturbation 836/2352 COMBINED_0836
perturbation 837/2352 COMBINED_0837
perturbation 838/2352 COMBINED_0838
perturbation 839/2352 COMBINED_0839
perturbation 840/2352 COMBINED_0840
perturbation 841/2352 COMBINED_0841
perturbation 842/2352 COMBINED_0842
perturbation 843/2352 COMBINED_0843
perturbation 844/2352 COMBINED_0844
perturbation 845/2352 COMBINED_0845
perturbation 846/2352 COMBINED_0846
perturbation 847/2352 COMBINED_0847
perturbation 848/2352 COMBINED_0848
perturbation 849/2352 COMBINED_0849
perturbation 850/2352 COMBINED_0850
perturbation 851/2352 COMBINED_0851
perturbation 852/2352 COMBINED_0852
perturbation 853/2352 COMBINED_0853
perturbation 854/2352 COMBINED_0854
perturbation 855/2352 COMBINED_0855
perturbation 856/2352 COMBINED_0856
perturbation 857/2352 COMBINED_0857
perturbation 858/2352 COMBINED_0858
perturbation 859/2352 COMBINED_0859
perturbation 860/2352 COMBINED_0860
perturbation 861/2352 COMBINED_0861
perturbation 862/2352 COMBINED_0862
perturbation 863/2352 COMBINED_0863
perturbation 864/2352 COMBINED_0864
perturbation 865/2352 COMBINED_0865
perturbation 866/2352 COMBINED_0866
perturbation 867/2352 COMBINED_0867
perturbation 868/2352 COMBINED_0868
perturbation 869/2352 COMBINED_0869
perturbation 870/2352 COMBINED_0870
perturbation 871/2352 COMBINED_0871
perturbation 872/2352 COMBINED_0872
perturbation 873/2352 COMBINED_0873
perturbation 874/2352 COMBINED_0874
perturbation 875/2352 COMBINED_0875
perturbation 876/2352 COMBINED_0876
perturbation 877/2352 COMBINED_0877
perturbation 878/2352 COMBINED_0878
perturbation 879/2352 COMBINED_0879
perturbation 880/2352 COMBINED_0880
perturbation 881/2352 COMBINED_0881
perturbation 882/2352 COMBINED_0882
perturbation 883/2352 COMBINED_0883
perturbation 884/2352 COMBINED_0884
perturbation 885/2352 COMBINED_0885
perturbation 886/2352 COMBINED_0886
perturbation 887/2352 COMBINED_0887
perturbation 888/2352 COMBINED_0888
perturbation 889/2352 COMBINED_0889
perturbation 890/2352 COMBINED_0890
perturbation 891/2352 COMBINED_0891
perturbation 892/2352 COMBINED_0892
perturbation 893/2352 COMBINED_0893
perturbation 894/2352 COMBINED_0894
perturbation 895/2352 COMBINED_0895
perturbation 896/2352 COMBINED_0896
perturbation 897/2352 COMBINED_0897
perturbation 898/2352 COMBINED_0898
perturbation 899/2352 COMBINED_0899
perturbation 900/2352 COMBINED_0900
perturbation 901/2352 COMBINED_0901
perturbation 902/2352 COMBINED_0902
perturbation 903/2352 COMBINED_0903
perturbation 904/2352 COMBINED_0904
perturbation 905/2352 COMBINED_0905
perturbation 906/2352 COMBINED_0906
perturbation 907/2352 COMBINED_0907
perturbation 908/2352 COMBINED_0908
perturbation 909/2352 COMBINED_0909
perturbation 910/2352 COMBINED_0910
perturbation 911/2352 COMBINED_0911
perturbation 912/2352 COMBINED_0912
perturbation 913/2352 COMBINED_0913
perturbation 914/2352 COMBINED_0914
perturbation 915/2352 COMBINED_0915
perturbation 916/2352 COMBINED_0916
perturbation 917/2352 COMBINED_0917
perturbation 918/2352 COMBINED_0918
perturbation 919/2352 COMBINED_0919
perturbation 920/2352 COMBINED_0920
perturbation 921/2352 COMBINED_0921
perturbation 922/2352 COMBINED_0922
perturbation 923/2352 COMBINED_0923
perturbation 924/2352 COMBINED_0924
perturbation 925/2352 COMBINED_0925
perturbation 926/2352 COMBINED_0926
perturbation 927/2352 COMBINED_0927
perturbation 928/2352 COMBINED_0928
perturbation 929/2352 COMBINED_0929
perturbation 930/2352 COMBINED_0930
perturbation 931/2352 COMBINED_0931
perturbation 932/2352 COMBINED_0932
perturbation 933/2352 COMBINED_0933
perturbation 934/2352 COMBINED_0934
perturbation 935/2352 COMBINED_0935
perturbation 936/2352 COMBINED_0936
perturbation 937/2352 COMBINED_0937
perturbation 938/2352 COMBINED_0938
perturbation 939/2352 COMBINED_0939
perturbation 940/2352 COMBINED_0940
perturbation 941/2352 COMBINED_0941
perturbation 942/2352 COMBINED_0942
perturbation 943/2352 COMBINED_0943
perturbation 944/2352 COMBINED_0944
perturbation 945/2352 COMBINED_0945
perturbation 946/2352 COMBINED_0946
perturbation 947/2352 COMBINED_0947
perturbation 948/2352 COMBINED_0948
perturbation 949/2352 COMBINED_0949
perturbation 950/2352 COMBINED_0950
perturbation 951/2352 COMBINED_0951
perturbation 952/2352 COMBINED_0952
perturbation 953/2352 COMBINED_0953
perturbation 954/2352 COMBINED_0954
perturbation 955/2352 COMBINED_0955
perturbation 956/2352 COMBINED_0956
perturbation 957/2352 COMBINED_0957
perturbation 958/2352 COMBINED_0958
perturbation 959/2352 COMBINED_0959
perturbation 960/2352 COMBINED_0960
perturbation 961/2352 COMBINED_0961
perturbation 962/2352 COMBINED_0962
perturbation 963/2352 COMBINED_0963
perturbation 964/2352 COMBINED_0964
perturbation 965/2352 COMBINED_0965
perturbation 966/2352 COMBINED_0966
perturbation 967/2352 COMBINED_0967
perturbation 968/2352 COMBINED_0968
perturbation 969/2352 COMBINED_0969
perturbation 970/2352 COMBINED_0970
perturbation 971/2352 COMBINED_0971
perturbation 972/2352 COMBINED_0972
perturbation 973/2352 COMBINED_0973
perturbation 974/2352 COMBINED_0974
perturbation 975/2352 COMBINED_0975
perturbation 976/2352 COMBINED_0976
perturbation 977/2352 COMBINED_0977
perturbation 978/2352 COMBINED_0978
perturbation 979/2352 COMBINED_0979
perturbation 980/2352 COMBINED_0980
perturbation 981/2352 COMBINED_0981
perturbation 982/2352 COMBINED_0982
perturbation 983/2352 COMBINED_0983
perturbation 984/2352 COMBINED_0984
perturbation 985/2352 COMBINED_0985
perturbation 986/2352 COMBINED_0986
perturbation 987/2352 COMBINED_0987
perturbation 988/2352 COMBINED_0988
perturbation 989/2352 COMBINED_0989
perturbation 990/2352 COMBINED_0990
perturbation 991/2352 COMBINED_0991
perturbation 992/2352 COMBINED_0992
perturbation 993/2352 COMBINED_0993
perturbation 994/2352 COMBINED_0994
perturbation 995/2352 COMBINED_0995
perturbation 996/2352 COMBINED_0996
perturbation 997/2352 COMBINED_0997
perturbation 998/2352 COMBINED_0998
perturbation 999/2352 COMBINED_0999
perturbation 1000/2352 COMBINED_1000
perturbation 1001/2352 COMBINED_1001
perturbation 1002/2352 COMBINED_1002
perturbation 1003/2352 COMBINED_1003
perturbation 1004/2352 COMBINED_1004
perturbation 1005/2352 COMBINED_1005
perturbation 1006/2352 COMBINED_1006
perturbation 1007/2352 COMBINED_1007
perturbation 1008/2352 COMBINED_1008
perturbation 1009/2352 COMBINED_1009
perturbation 1010/2352 COMBINED_1010
perturbation 1011/2352 COMBINED_1011
perturbation 1012/2352 COMBINED_1012
perturbation 1013/2352 COMBINED_1013
perturbation 1014/2352 COMBINED_1014
perturbation 1015/2352 COMBINED_1015
perturbation 1016/2352 COMBINED_1016
