Resuming checkpoint: D:\AI\projects\e-phishGen\calculation\HWT-MGT\results\scaled_stratified_pool_8980_metrics.partial.json
embedding 6217/8920 MGT_009057
embedding 6218/8920 MGT_009061
embedding 6219/8920 MGT_009062
embedding 6220/8920 MGT_009063
embedding 6221/8920 MGT_009066
embedding 6222/8920 MGT_009072
embedding 6223/8920 MGT_009074
embedding 6224/8920 MGT_009077
embedding 6225/8920 MGT_009083
embedding 6226/8920 MGT_009091
embedding 6227/8920 MGT_009094
embedding 6228/8920 MGT_009098
embedding 6229/8920 MGT_009101
embedding 6230/8920 MGT_009104
embedding 6231/8920 MGT_009114
embedding 6232/8920 MGT_009117
embedding 6233/8920 MGT_009120
embedding 6234/8920 MGT_009121
embedding 6235/8920 MGT_009125
embedding 6236/8920 MGT_009127
embedding 6237/8920 MGT_009134
embedding 6238/8920 MGT_009147
embedding 6239/8920 MGT_009149
embedding 6240/8920 MGT_009151
embedding 6241/8920 MGT_009154
embedding 6242/8920 MGT_009156
embedding 6243/8920 MGT_009158
embedding 6244/8920 MGT_009164
embedding 6245/8920 MGT_009174
embedding 6246/8920 MGT_009189
embedding 6247/8920 MGT_009191
embedding 6248/8920 MGT_009192
embedding 6249/8920 MGT_009194
embedding 6250/8920 MGT_009195
embedding 6251/8920 MGT_009196
embedding 6252/8920 MGT_009197
embedding 6253/8920 MGT_009199
embedding 6254/8920 MGT_009200
embedding 6255/8920 MGT_009203
embedding 6256/8920 MGT_009205
embedding 6257/8920 MGT_009206
embedding 6258/8920 MGT_009214
embedding 6259/8920 MGT_009229
embedding 6260/8920 MGT_009241
embedding 6261/8920 MGT_009250
embedding 6262/8920 MGT_009255
embedding 6263/8920 MGT_009258
embedding 6264/8920 MGT_009260
embedding 6265/8920 MGT_009262
embedding 6266/8920 MGT_009267
embedding 6267/8920 MGT_009269
embedding 6268/8920 MGT_009270
embedding 6269/8920 MGT_009273
embedding 6270/8920 MGT_009274
embedding 6271/8920 MGT_009279
embedding 6272/8920 MGT_009285
embedding 6273/8920 MGT_009293
embedding 6274/8920 MGT_009295
embedding 6275/8920 MGT_009307
embedding 6276/8920 MGT_009309
embedding 6277/8920 MGT_009311
embedding 6278/8920 MGT_009312
embedding 6279/8920 MGT_009319
embedding 6280/8920 MGT_009320
embedding 6281/8920 MGT_009326
embedding 6282/8920 MGT_009330
embedding 6283/8920 MGT_009332
embedding 6284/8920 MGT_009335
embedding 6285/8920 MGT_009336
embedding 6286/8920 MGT_009339
embedding 6287/8920 MGT_009343
embedding 6288/8920 MGT_009345
embedding 6289/8920 MGT_009347
embedding 6290/8920 MGT_009349
embedding 6291/8920 MGT_009353
embedding 6292/8920 MGT_009359
embedding 6293/8920 MGT_009370
embedding 6294/8920 MGT_009380
embedding 6295/8920 MGT_009394
embedding 6296/8920 MGT_009401
embedding 6297/8920 MGT_009403
embedding 6298/8920 MGT_009404
embedding 6299/8920 MGT_009410
embedding 6300/8920 MGT_009414
embedding 6301/8920 MGT_009415
embedding 6302/8920 MGT_009416
embedding 6303/8920 MGT_009424
embedding 6304/8920 MGT_009426
embedding 6305/8920 MGT_009429
embedding 6306/8920 MGT_009433
embedding 6307/8920 MGT_009434
embedding 6308/8920 MGT_009435
embedding 6309/8920 MGT_009438
embedding 6310/8920 MGT_009441
embedding 6311/8920 MGT_009442
embedding 6312/8920 MGT_009444
embedding 6313/8920 MGT_009445
embedding 6314/8920 MGT_009454
embedding 6315/8920 MGT_009458
embedding 6316/8920 MGT_009473
embedding 6317/8920 MGT_009479
embedding 6318/8920 MGT_009483
embedding 6319/8920 MGT_009485
embedding 6320/8920 MGT_009489
embedding 6321/8920 MGT_009492
embedding 6322/8920 MGT_009495
embedding 6323/8920 MGT_009498
embedding 6324/8920 MGT_009505
embedding 6325/8920 MGT_009507
embedding 6326/8920 MGT_009510
embedding 6327/8920 MGT_009519
embedding 6328/8920 MGT_009520
embedding 6329/8920 MGT_009527
embedding 6330/8920 MGT_009528
embedding 6331/8920 MGT_009530
embedding 6332/8920 MGT_009533
embedding 6333/8920 MGT_009534
embedding 6334/8920 MGT_009537
embedding 6335/8920 MGT_009539
embedding 6336/8920 MGT_009541
embedding 6337/8920 MGT_009543
embedding 6338/8920 MGT_009544
embedding 6339/8920 MGT_009546
embedding 6340/8920 MGT_009548
embedding 6341/8920 MGT_009550
embedding 6342/8920 MGT_009553
embedding 6343/8920 MGT_009556
embedding 6344/8920 MGT_009559
embedding 6345/8920 MGT_009560
embedding 6346/8920 MGT_009564
embedding 6347/8920 MGT_009566
embedding 6348/8920 MGT_009567
embedding 6349/8920 MGT_009568
embedding 6350/8920 MGT_009569
embedding 6351/8920 MGT_009575
embedding 6352/8920 MGT_009579
embedding 6353/8920 MGT_009580
embedding 6354/8920 MGT_009581
embedding 6355/8920 MGT_009590
embedding 6356/8920 MGT_009591
embedding 6357/8920 MGT_009592
embedding 6358/8920 MGT_009597
embedding 6359/8920 MGT_009606
embedding 6360/8920 MGT_009613
embedding 6361/8920 MGT_009615
embedding 6362/8920 MGT_009616
embedding 6363/8920 MGT_009626
embedding 6364/8920 MGT_009630
embedding 6365/8920 MGT_009631
embedding 6366/8920 MGT_009634
embedding 6367/8920 MGT_009639
embedding 6368/8920 MGT_009644
embedding 6369/8920 MGT_009648
embedding 6370/8920 MGT_009649
embedding 6371/8920 MGT_009654
embedding 6372/8920 MGT_009655
embedding 6373/8920 MGT_009662
embedding 6374/8920 MGT_009663
embedding 6375/8920 MGT_009674
embedding 6376/8920 MGT_009679
embedding 6377/8920 MGT_009683
embedding 6378/8920 MGT_009684
embedding 6379/8920 MGT_009685
embedding 6380/8920 MGT_009689
embedding 6381/8920 MGT_009694
embedding 6382/8920 MGT_009714
embedding 6383/8920 MGT_009724
embedding 6384/8920 MGT_009730
embedding 6385/8920 MGT_009733
embedding 6386/8920 MGT_009739
embedding 6387/8920 MGT_009741
embedding 6388/8920 MGT_009744
embedding 6389/8920 MGT_009748
embedding 6390/8920 MGT_009749
embedding 6391/8920 MGT_009752
embedding 6392/8920 MGT_009753
embedding 6393/8920 MGT_009754
embedding 6394/8920 MGT_009756
embedding 6395/8920 MGT_009759
embedding 6396/8920 MGT_009766
embedding 6397/8920 MGT_009769
embedding 6398/8920 MGT_009770
embedding 6399/8920 MGT_009771
embedding 6400/8920 MGT_009774
embedding 6401/8920 MGT_009779
embedding 6402/8920 MGT_009782
embedding 6403/8920 MGT_009784
embedding 6404/8920 MGT_009786
embedding 6405/8920 MGT_009789
embedding 6406/8920 MGT_009792
embedding 6407/8920 MGT_009794
embedding 6408/8920 MGT_009796
embedding 6409/8920 MGT_009799
embedding 6410/8920 MGT_009800
embedding 6411/8920 MGT_009804
embedding 6412/8920 MGT_009807
embedding 6413/8920 MGT_009809
embedding 6414/8920 MGT_009810
embedding 6415/8920 MGT_009814
embedding 6416/8920 MGT_009824
embedding 6417/8920 MGT_009839
embedding 6418/8920 MGT_009848
embedding 6419/8920 MGT_009849
embedding 6420/8920 MGT_009850
embedding 6421/8920 MGT_009851
embedding 6422/8920 MGT_009854
embedding 6423/8920 MGT_009869
embedding 6424/8920 MGT_009873
embedding 6425/8920 MGT_009874
embedding 6426/8920 MGT_009877
embedding 6427/8920 MGT_009894
embedding 6428/8920 MGT_009895
embedding 6429/8920 MGT_009898
embedding 6430/8920 MGT_009899
embedding 6431/8920 MGT_009902
embedding 6432/8920 MGT_009908
embedding 6433/8920 MGT_009915
embedding 6434/8920 MGT_009919
embedding 6435/8920 MGT_009920
embedding 6436/8920 MGT_009934
embedding 6437/8920 MGT_009940
embedding 6438/8920 MGT_009949
embedding 6439/8920 MGT_009962
embedding 6440/8920 MGT_009964
embedding 6441/8920 MGT_009978
embedding 6442/8920 MGT_009991
embedding 6443/8920 MGT_009999
embedding 6444/8920 MGT_010001
embedding 6445/8920 MGT_010011
embedding 6446/8920 MGT_010018
embedding 6447/8920 MGT_010019
embedding 6448/8920 MGT_010027
embedding 6449/8920 MGT_010036
embedding 6450/8920 MGT_010039
embedding 6451/8920 MGT_010040
embedding 6452/8920 MGT_010043
embedding 6453/8920 MGT_010045
embedding 6454/8920 MGT_010048
embedding 6455/8920 MGT_010050
embedding 6456/8920 MGT_010052
embedding 6457/8920 MGT_010054
embedding 6458/8920 MGT_010056
embedding 6459/8920 MGT_010057
embedding 6460/8920 MGT_010058
embedding 6461/8920 MGT_010059
embedding 6462/8920 MGT_010062
embedding 6463/8920 MGT_010063
embedding 6464/8920 MGT_010065
embedding 6465/8920 MGT_010077
embedding 6466/8920 MGT_010085
embedding 6467/8920 MGT_010086
embedding 6468/8920 MGT_010100
embedding 6469/8920 MGT_010102
embedding 6470/8920 MGT_010106
embedding 6471/8920 MGT_010109
embedding 6472/8920 MGT_010110
embedding 6473/8920 MGT_010112
embedding 6474/8920 MGT_010115
embedding 6475/8920 MGT_010119
embedding 6476/8920 MGT_010122
embedding 6477/8920 MGT_010128
embedding 6478/8920 MGT_010139
embedding 6479/8920 MGT_010149
embedding 6480/8920 MGT_010153
embedding 6481/8920 MGT_010155
embedding 6482/8920 MGT_010161
embedding 6483/8920 MGT_010164
embedding 6484/8920 MGT_010169
embedding 6485/8920 MGT_010186
embedding 6486/8920 MGT_010189
embedding 6487/8920 MGT_010190
embedding 6488/8920 MGT_010192
embedding 6489/8920 MGT_010194
embedding 6490/8920 MGT_010199
embedding 6491/8920 MGT_010201
embedding 6492/8920 MGT_010203
embedding 6493/8920 MGT_010209
embedding 6494/8920 MGT_010217
embedding 6495/8920 MGT_010219
embedding 6496/8920 MGT_010235
embedding 6497/8920 MGT_010244
embedding 6498/8920 MGT_010247
embedding 6499/8920 MGT_010254
embedding 6500/8920 MGT_010256
embedding 6501/8920 MGT_010263
embedding 6502/8920 MGT_010266
embedding 6503/8920 MGT_010269
embedding 6504/8920 MGT_010270
embedding 6505/8920 MGT_010273
embedding 6506/8920 MGT_010280
embedding 6507/8920 MGT_010282
embedding 6508/8920 MGT_010294
embedding 6509/8920 MGT_010300
embedding 6510/8920 MGT_010303
embedding 6511/8920 MGT_010318
embedding 6512/8920 MGT_010319
embedding 6513/8920 MGT_010324
embedding 6514/8920 MGT_010326
embedding 6515/8920 MGT_010327
embedding 6516/8920 MGT_010330
embedding 6517/8920 MGT_010331
embedding 6518/8920 MGT_010333
embedding 6519/8920 MGT_010334
embedding 6520/8920 MGT_010339
embedding 6521/8920 MGT_010343
embedding 6522/8920 MGT_010344
embedding 6523/8920 MGT_010349
embedding 6524/8920 MGT_010358
embedding 6525/8920 MGT_010361
embedding 6526/8920 MGT_010362
embedding 6527/8920 MGT_010363
embedding 6528/8920 MGT_010422
embedding 6529/8920 MGT_010437
embedding 6530/8920 MGT_010477
embedding 6531/8920 MGT_010485
embedding 6532/8920 MGT_010541
embedding 6533/8920 MGT_010556
embedding 6534/8920 MGT_010557
embedding 6535/8920 MGT_010582
embedding 6536/8920 MGT_010597
embedding 6537/8920 MGT_010612
embedding 6538/8920 MGT_010631
embedding 6539/8920 MGT_010637
embedding 6540/8920 MGT_010701
embedding 6541/8920 MGT_010717
embedding 6542/8920 MGT_010775
embedding 6543/8920 MGT_010780
embedding 6544/8920 MGT_010825
embedding 6545/8920 MGT_010830
embedding 6546/8920 MGT_010843
embedding 6547/8920 MGT_010846
embedding 6548/8920 MGT_010848
embedding 6549/8920 MGT_010849
embedding 6550/8920 MGT_010858
embedding 6551/8920 MGT_010863
embedding 6552/8920 MGT_010870
embedding 6553/8920 MGT_010873
embedding 6554/8920 MGT_010874
embedding 6555/8920 MGT_010878
embedding 6556/8920 MGT_010882
embedding 6557/8920 MGT_010883
embedding 6558/8920 MGT_010884
embedding 6559/8920 MGT_010889
embedding 6560/8920 MGT_010891
embedding 6561/8920 MGT_010893
embedding 6562/8920 MGT_010895
embedding 6563/8920 MGT_010896
embedding 6564/8920 MGT_010904
embedding 6565/8920 MGT_010913
embedding 6566/8920 MGT_010924
embedding 6567/8920 MGT_010932
embedding 6568/8920 MGT_010941
embedding 6569/8920 MGT_010950
embedding 6570/8920 MGT_010953
embedding 6571/8920 MGT_010961
embedding 6572/8920 MGT_010964
embedding 6573/8920 MGT_010973
embedding 6574/8920 MGT_010974
embedding 6575/8920 MGT_010976
embedding 6576/8920 MGT_010979
embedding 6577/8920 MGT_010981
embedding 6578/8920 MGT_010987
embedding 6579/8920 MGT_010994
embedding 6580/8920 MGT_011003
embedding 6581/8920 MGT_011005
embedding 6582/8920 MGT_011014
embedding 6583/8920 MGT_011019
embedding 6584/8920 MGT_011021
embedding 6585/8920 MGT_011023
embedding 6586/8920 MGT_011027
embedding 6587/8920 MGT_011028
embedding 6588/8920 MGT_011031
embedding 6589/8920 MGT_011034
embedding 6590/8920 MGT_011040
embedding 6591/8920 MGT_011041
embedding 6592/8920 MGT_011042
embedding 6593/8920 MGT_011053
embedding 6594/8920 MGT_011062
embedding 6595/8920 MGT_011068
embedding 6596/8920 MGT_011070
embedding 6597/8920 MGT_011072
embedding 6598/8920 MGT_011073
embedding 6599/8920 MGT_011077
embedding 6600/8920 MGT_011078
embedding 6601/8920 MGT_011080
embedding 6602/8920 MGT_011083
embedding 6603/8920 MGT_011084
embedding 6604/8920 MGT_011089
embedding 6605/8920 MGT_011091
embedding 6606/8920 MGT_011092
embedding 6607/8920 MGT_011095
embedding 6608/8920 MGT_011096
embedding 6609/8920 MGT_011098
embedding 6610/8920 MGT_011106
embedding 6611/8920 MGT_011108
embedding 6612/8920 MGT_011113
embedding 6613/8920 MGT_011133
embedding 6614/8920 MGT_011138
embedding 6615/8920 MGT_011142
embedding 6616/8920 MGT_011144
embedding 6617/8920 MGT_011146
embedding 6618/8920 MGT_011148
embedding 6619/8920 MGT_011153
embedding 6620/8920 MGT_011160
embedding 6621/8920 MGT_011162
embedding 6622/8920 MGT_011174
embedding 6623/8920 MGT_011176
embedding 6624/8920 MGT_011178
embedding 6625/8920 MGT_011179
embedding 6626/8920 MGT_011181
embedding 6627/8920 MGT_011183
embedding 6628/8920 MGT_011188
embedding 6629/8920 MGT_011189
embedding 6630/8920 MGT_011191
embedding 6631/8920 MGT_011192
embedding 6632/8920 MGT_011193
embedding 6633/8920 MGT_011196
embedding 6634/8920 MGT_011198
embedding 6635/8920 MGT_011199
embedding 6636/8920 MGT_011202
embedding 6637/8920 MGT_011203
embedding 6638/8920 MGT_011204
embedding 6639/8920 MGT_011206
embedding 6640/8920 MGT_011209
embedding 6641/8920 MGT_011213
embedding 6642/8920 MGT_011215
embedding 6643/8920 MGT_011217
embedding 6644/8920 MGT_011220
embedding 6645/8920 MGT_011227
embedding 6646/8920 MGT_011229
embedding 6647/8920 MGT_011233
embedding 6648/8920 MGT_011251
embedding 6649/8920 MGT_011252
embedding 6650/8920 MGT_011253
embedding 6651/8920 MGT_011254
embedding 6652/8920 MGT_011256
embedding 6653/8920 MGT_011258
embedding 6654/8920 MGT_011263
embedding 6655/8920 MGT_011264
embedding 6656/8920 MGT_011265
embedding 6657/8920 MGT_011267
embedding 6658/8920 MGT_011268
embedding 6659/8920 MGT_011271
embedding 6660/8920 MGT_011272
embedding 6661/8920 MGT_011273
embedding 6662/8920 MGT_011278
embedding 6663/8920 MGT_011285
embedding 6664/8920 MGT_011286
embedding 6665/8920 MGT_011298
embedding 6666/8920 MGT_011299
embedding 6667/8920 MGT_011303
embedding 6668/8920 MGT_011308
embedding 6669/8920 MGT_011317
embedding 6670/8920 MGT_011318
embedding 6671/8920 MGT_011323
embedding 6672/8920 MGT_011333
embedding 6673/8920 MGT_011334
embedding 6674/8920 MGT_011337
embedding 6675/8920 MGT_011338
embedding 6676/8920 MGT_001012
embedding 6677/8920 MGT_001056
embedding 6678/8920 MGT_001067
embedding 6679/8920 MGT_001172
embedding 6680/8920 MGT_001219
embedding 6681/8920 MGT_001222
embedding 6682/8920 MGT_001245
embedding 6683/8920 MGT_001255
embedding 6684/8920 MGT_001282
embedding 6685/8920 MGT_001301
embedding 6686/8920 MGT_001322
embedding 6687/8920 MGT_001344
embedding 6688/8920 MGT_001347
embedding 6689/8920 MGT_001517
embedding 6690/8920 MGT_001572
embedding 6691/8920 MGT_001592
embedding 6692/8920 MGT_001656
embedding 6693/8920 MGT_001708
embedding 6694/8920 MGT_001749
embedding 6695/8920 MGT_001762
embedding 6696/8920 MGT_001884
embedding 6697/8920 MGT_001893
embedding 6698/8920 MGT_001933
embedding 6699/8920 MGT_001982
embedding 6700/8920 MGT_003872
embedding 6701/8920 MGT_003880
embedding 6702/8920 MGT_003890
embedding 6703/8920 MGT_003959
embedding 6704/8920 MGT_003995
embedding 6705/8920 MGT_004055
embedding 6706/8920 MGT_004110
embedding 6707/8920 MGT_004115
embedding 6708/8920 MGT_004116
embedding 6709/8920 MGT_004119
embedding 6710/8920 MGT_004140
embedding 6711/8920 MGT_004196
embedding 6712/8920 MGT_004232
embedding 6713/8920 MGT_004270
embedding 6714/8920 MGT_004370
embedding 6715/8920 MGT_004395
embedding 6716/8920 MGT_004420
embedding 6717/8920 MGT_004431
embedding 6718/8920 MGT_004447
embedding 6719/8920 MGT_004455
embedding 6720/8920 MGT_004520
embedding 6721/8920 MGT_004541
embedding 6722/8920 MGT_004710
embedding 6723/8920 MGT_004873
embedding 6724/8920 MGT_004875
embedding 6725/8920 MGT_004877
embedding 6726/8920 MGT_004900
embedding 6727/8920 MGT_004947
embedding 6728/8920 MGT_004955
embedding 6729/8920 MGT_004971
embedding 6730/8920 MGT_005001
embedding 6731/8920 MGT_005030
embedding 6732/8920 MGT_005050
embedding 6733/8920 MGT_005058
embedding 6734/8920 MGT_005069
embedding 6735/8920 MGT_005190
embedding 6736/8920 MGT_005205
embedding 6737/8920 MGT_005215
embedding 6738/8920 MGT_005245
embedding 6739/8920 MGT_005267
embedding 6740/8920 MGT_005282
embedding 6741/8920 MGT_005304
embedding 6742/8920 MGT_005347
embedding 6743/8920 MGT_005387
embedding 6744/8920 MGT_005399
embedding 6745/8920 MGT_005413
embedding 6746/8920 MGT_005535
embedding 6747/8920 MGT_005580
embedding 6748/8920 MGT_005595
embedding 6749/8920 MGT_005600
embedding 6750/8920 MGT_005615
embedding 6751/8920 MGT_005641
embedding 6752/8920 MGT_005660
embedding 6753/8920 MGT_005676
embedding 6754/8920 MGT_005687
embedding 6755/8920 MGT_005720
embedding 6756/8920 MGT_005746
embedding 6757/8920 MGT_005755
embedding 6758/8920 MGT_011345
embedding 6759/8920 MGT_011364
embedding 6760/8920 MGT_011375
embedding 6761/8920 MGT_011413
embedding 6762/8920 MGT_011426
embedding 6763/8920 MGT_011463
embedding 6764/8920 MGT_011475
embedding 6765/8920 MGT_011476
embedding 6766/8920 MGT_011483
embedding 6767/8920 MGT_011523
embedding 6768/8920 MGT_011543
embedding 6769/8920 MGT_011556
embedding 6770/8920 MGT_011557
embedding 6771/8920 MGT_011558
embedding 6772/8920 MGT_011564
embedding 6773/8920 MGT_011569
embedding 6774/8920 MGT_011570
embedding 6775/8920 MGT_011583
embedding 6776/8920 MGT_011589
embedding 6777/8920 MGT_011591
embedding 6778/8920 MGT_011605
embedding 6779/8920 MGT_011607
embedding 6780/8920 MGT_011645
embedding 6781/8920 MGT_011659
embedding 6782/8920 MGT_011660
embedding 6783/8920 MGT_011661
embedding 6784/8920 MGT_011665
embedding 6785/8920 MGT_011674
embedding 6786/8920 MGT_011676
embedding 6787/8920 MGT_011680
embedding 6788/8920 MGT_011683
embedding 6789/8920 MGT_011690
embedding 6790/8920 MGT_011701
embedding 6791/8920 MGT_011725
embedding 6792/8920 MGT_011733
embedding 6793/8920 MGT_011755
embedding 6794/8920 MGT_011769
embedding 6795/8920 MGT_011775
embedding 6796/8920 MGT_011794
embedding 6797/8920 MGT_011800
embedding 6798/8920 MGT_011825
embedding 6799/8920 MGT_011834
embedding 6800/8920 MGT_011843
embedding 6801/8920 MGT_011844
embedding 6802/8920 MGT_011858
embedding 6803/8920 MGT_011859
embedding 6804/8920 MGT_011860
embedding 6805/8920 MGT_011880
embedding 6806/8920 MGT_011888
embedding 6807/8920 MGT_011894
embedding 6808/8920 MGT_011895
embedding 6809/8920 MGT_011904
embedding 6810/8920 MGT_011914
embedding 6811/8920 MGT_011933
embedding 6812/8920 MGT_011937
embedding 6813/8920 MGT_011942
embedding 6814/8920 MGT_011954
embedding 6815/8920 MGT_012014
embedding 6816/8920 MGT_012064
embedding 6817/8920 MGT_012065
embedding 6818/8920 MGT_012122
embedding 6819/8920 MGT_012143
embedding 6820/8920 MGT_012191
embedding 6821/8920 MGT_012197
embedding 6822/8920 MGT_012205
embedding 6823/8920 MGT_012207
embedding 6824/8920 MGT_012208
embedding 6825/8920 MGT_012232
embedding 6826/8920 MGT_012242
embedding 6827/8920 MGT_012246
embedding 6828/8920 MGT_012266
embedding 6829/8920 MGT_012268
embedding 6830/8920 MGT_012333
embedding 6831/8920 MGT_012343
embedding 6832/8920 MGT_012357
embedding 6833/8920 MGT_012373
embedding 6834/8920 MGT_012374
embedding 6835/8920 MGT_012377
embedding 6836/8920 MGT_012384
embedding 6837/8920 MGT_012388
embedding 6838/8920 MGT_012402
embedding 6839/8920 MGT_012418
embedding 6840/8920 MGT_012429
embedding 6841/8920 MGT_012434
embedding 6842/8920 MGT_012436
embedding 6843/8920 MGT_012449
embedding 6844/8920 MGT_012460
embedding 6845/8920 MGT_012470
embedding 6846/8920 MGT_012471
embedding 6847/8920 MGT_012478
embedding 6848/8920 MGT_012490
embedding 6849/8920 MGT_012509
embedding 6850/8920 MGT_012515
embedding 6851/8920 MGT_012534
embedding 6852/8920 MGT_012555
embedding 6853/8920 MGT_012559
embedding 6854/8920 MGT_012578
embedding 6855/8920 MGT_012598
embedding 6856/8920 MGT_012617
embedding 6857/8920 MGT_012628
embedding 6858/8920 MGT_012637
embedding 6859/8920 MGT_012639
embedding 6860/8920 MGT_012655
embedding 6861/8920 MGT_012677
embedding 6862/8920 MGT_012695
embedding 6863/8920 MGT_012698
embedding 6864/8920 MGT_012702
embedding 6865/8920 MGT_012705
embedding 6866/8920 MGT_012712
embedding 6867/8920 MGT_012720
embedding 6868/8920 MGT_012738
embedding 6869/8920 MGT_012739
embedding 6870/8920 MGT_012758
embedding 6871/8920 MGT_012761
embedding 6872/8920 MGT_012771
embedding 6873/8920 MGT_012779
embedding 6874/8920 MGT_012793
embedding 6875/8920 MGT_012809
embedding 6876/8920 MGT_012822
embedding 6877/8920 MGT_012825
embedding 6878/8920 MGT_012830
embedding 6879/8920 MGT_012890
embedding 6880/8920 MGT_012905
embedding 6881/8920 MGT_012908
embedding 6882/8920 MGT_012910
embedding 6883/8920 MGT_012911
embedding 6884/8920 MGT_012924
embedding 6885/8920 MGT_012954
embedding 6886/8920 MGT_012959
embedding 6887/8920 MGT_012965
embedding 6888/8920 MGT_012975
embedding 6889/8920 MGT_012985
embedding 6890/8920 MGT_013012
embedding 6891/8920 MGT_013020
embedding 6892/8920 MGT_013022
embedding 6893/8920 MGT_013027
embedding 6894/8920 MGT_013048
embedding 6895/8920 MGT_013072
embedding 6896/8920 MGT_013082
embedding 6897/8920 MGT_013095
embedding 6898/8920 MGT_013097
embedding 6899/8920 MGT_013121
embedding 6900/8920 MGT_013122
embedding 6901/8920 MGT_013133
embedding 6902/8920 MGT_013138
embedding 6903/8920 MGT_013143
embedding 6904/8920 MGT_013167
embedding 6905/8920 MGT_013172
embedding 6906/8920 MGT_013178
embedding 6907/8920 MGT_013202
embedding 6908/8920 MGT_013212
embedding 6909/8920 MGT_013215
embedding 6910/8920 MGT_013216
embedding 6911/8920 MGT_013222
embedding 6912/8920 MGT_013230
embedding 6913/8920 MGT_013258
embedding 6914/8920 MGT_013279
embedding 6915/8920 MGT_013285
embedding 6916/8920 MGT_013291
embedding 6917/8920 MGT_013293
embedding 6918/8920 MGT_013312
embedding 6919/8920 MGT_013343
embedding 6920/8920 MGT_013344
embedding 6921/8920 MGT_013357
embedding 6922/8920 MGT_013364
embedding 6923/8920 MGT_013386
embedding 6924/8920 MGT_013390
embedding 6925/8920 MGT_013397
embedding 6926/8920 MGT_013405
embedding 6927/8920 MGT_013415
embedding 6928/8920 MGT_013416
embedding 6929/8920 MGT_013425
embedding 6930/8920 MGT_013448
embedding 6931/8920 MGT_013465
embedding 6932/8920 MGT_013478
embedding 6933/8920 MGT_013487
embedding 6934/8920 MGT_013501
embedding 6935/8920 MGT_013531
embedding 6936/8920 MGT_013552
embedding 6937/8920 MGT_013566
embedding 6938/8920 MGT_013572
embedding 6939/8920 MGT_013603
embedding 6940/8920 MGT_013618
embedding 6941/8920 MGT_013623
embedding 6942/8920 MGT_013637
embedding 6943/8920 MGT_013649
embedding 6944/8920 MGT_013657
embedding 6945/8920 MGT_013663
embedding 6946/8920 MGT_013667
embedding 6947/8920 MGT_013675
embedding 6948/8920 MGT_013677
embedding 6949/8920 MGT_013679
embedding 6950/8920 MGT_013681
embedding 6951/8920 MGT_013732
embedding 6952/8920 MGT_013734
embedding 6953/8920 MGT_013738
embedding 6954/8920 MGT_013745
embedding 6955/8920 MGT_013753
embedding 6956/8920 MGT_013813
embedding 6957/8920 MGT_013828
embedding 6958/8920 MGT_013834
embedding 6959/8920 MGT_013837
embedding 6960/8920 MGT_013844
embedding 6961/8920 MGT_013876
embedding 6962/8920 MGT_013879
embedding 6963/8920 MGT_013883
embedding 6964/8920 MGT_013906
embedding 6965/8920 MGT_013922
embedding 6966/8920 MGT_013945
embedding 6967/8920 MGT_013949
embedding 6968/8920 MGT_013952
embedding 6969/8920 MGT_013965
embedding 6970/8920 MGT_013974
embedding 6971/8920 MGT_013978
embedding 6972/8920 MGT_013995
embedding 6973/8920 MGT_014001
embedding 6974/8920 MGT_014008
embedding 6975/8920 MGT_014014
embedding 6976/8920 MGT_014018
embedding 6977/8920 MGT_014028
embedding 6978/8920 MGT_014037
embedding 6979/8920 MGT_014044
embedding 6980/8920 MGT_014048
embedding 6981/8920 MGT_014053
embedding 6982/8920 MGT_014074
embedding 6983/8920 MGT_014099
embedding 6984/8920 MGT_014120
embedding 6985/8920 MGT_014125
embedding 6986/8920 MGT_014126
embedding 6987/8920 MGT_014171
embedding 6988/8920 MGT_014196
embedding 6989/8920 MGT_014200
embedding 6990/8920 MGT_014203
embedding 6991/8920 MGT_014206
embedding 6992/8920 MGT_014214
embedding 6993/8920 MGT_014222
embedding 6994/8920 MGT_014236
embedding 6995/8920 MGT_014239
embedding 6996/8920 MGT_014256
embedding 6997/8920 MGT_014270
embedding 6998/8920 MGT_014272
embedding 6999/8920 MGT_014278
embedding 7000/8920 MGT_014290
embedding 7001/8920 MGT_014303
embedding 7002/8920 MGT_014312
embedding 7003/8920 MGT_014314
embedding 7004/8920 MGT_014317
embedding 7005/8920 MGT_014318
embedding 7006/8920 MGT_014333
embedding 7007/8920 MGT_014342
embedding 7008/8920 MGT_014345
embedding 7009/8920 MGT_014347
embedding 7010/8920 MGT_014353
embedding 7011/8920 MGT_014368
embedding 7012/8920 MGT_014402
embedding 7013/8920 MGT_014405
embedding 7014/8920 MGT_014434
embedding 7015/8920 MGT_014448
embedding 7016/8920 MGT_014452
embedding 7017/8920 MGT_014458
embedding 7018/8920 MGT_014461
embedding 7019/8920 MGT_014486
embedding 7020/8920 MGT_014513
embedding 7021/8920 MGT_014523
embedding 7022/8920 MGT_014524
embedding 7023/8920 MGT_014539
embedding 7024/8920 MGT_014563
embedding 7025/8920 MGT_014577
embedding 7026/8920 MGT_014588
embedding 7027/8920 MGT_014619
embedding 7028/8920 MGT_014627
embedding 7029/8920 MGT_014628
embedding 7030/8920 MGT_014649
embedding 7031/8920 MGT_014656
embedding 7032/8920 MGT_014665
embedding 7033/8920 MGT_014683
embedding 7034/8920 MGT_014684
embedding 7035/8920 MGT_014708
